CAGE_CODE,INITIAL_REGISTRATION_DATE,PHYSICAL_ADDRESS_ZIP_POSTAL_CODE,ENTITY_CONGRESSIONAL_DISTRICT,BUSINESS_START_DATE,FISCAL_YEAR_END_CLOSE_DATE,ENTITY_STRUCTURE,STATE_OF_INCORPORATION,BUSINESS_TYPE_STRING,NAICS_CODE_STRING,PSC_CODE_STRING,CREDIT_CARD_USAGE,SBA_BUSINESS_TYPES_STRING
5PXE4,20090919,37210,05,19880901,1231,2L,TN,23~27~2X~HQ~OY~XS,238290Y~238320Y~561210Y~561720Y~561740Y~562111Y,S201~S208~S216~S299,Y,A620200805
1KVB7,20051116,80012,06,19980217,1231,2L,CO,23~27~2X~8E~8W~A2~HQ~LJ~OY~XS,541120 ~541213Y~541214Y~541219Y~541611Y~541618Y~541690Y~541910Y~561110Y~561320Y~611420Y~611430Y,R408~R431~R499~R607~R699~R703~R704~R707~R708~R799,Y,A620220621
501T3,20080224,91942,53,20071119,1231,2L,CA,23~27~2X~A5~HQ~OY~QF~XS,221310Y~236220Y~238220Y~238910Y~325180Y~325199Y~325992Y~325998Y~334511Y~336413Y~336611Y~423420Y~423690Y~483111Y~483114Y~485991Y~488119Y~488190Y~488330Y~492110Y~493110Y~511130Y~512110Y~518210Y~519120Y~532420Y~541330E~541380Y~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541618Y~541990Y~561110Y~561210Y~561320Y~561621Y~611430Y~611710Y~621999Y~811212Y~811310Y~812930Y,AD26~N063~R499~R707~U099,Y,A620200623
6PKL1,20120320,80903,05,20100105,1231,2L,CO,23~27~2X~A5~PI~QF~XS,236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238160Y~238210Y~238220Y~238290Y~238320Y~238330Y~238340Y~238350Y~238910Y~333120Y~484110Y~485999Y~488119Y~488190Y~491110Y~492110Y~492210Y~493110Y~541310Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541614Y~541620Y~541690Y~541930Y~541990Y~561110Y~561210Y~561311Y~561312Y~561320Y~561330Y~561612Y~561621Y~561720Y~561730Y~561990Y~562910E~611420Y~611430Y~611699Y~611710Y~621399Y~624190Y~624310Y~928110 ,,N,A620220719
5DXY5,20090403,33155,27,20061108,1231,2J,FL,23~2X~PI~XS,236220Y~237110Y~237310Y~237990E~238910Y~541330E~541618Y~541620Y~562910E~924110 ,AD66~AH35~B510~B517~C1AA~C1AZ~C1EB~C1EZ~C1FD~C1GZ~C1NC~C1ND~C1PD~C1QA~D304~F103~F108~F111~R425~Z2AZ~Z2EZ~Z2FZ~Z2GZ~Z2JZ,N,A620191217
5H723,20020220,85648,03,19560501,1231,2L,IL,2X~A5~MF~QF,335931Y~335932Y~335999Y~423610Y,,Y,XX        
81777,20011001,60647,04,19211231,1231,2L,IL,2X~MF,314910Y~316992Y~316998Y,,Y,XX        
1JVX7,20020301,99741,00,19970616,0930,2L,AK,05~23~27~2X~NB,236220Y~237120Y~237990E~238220Y~238330Y~238910Y~493110Y~531110E~531190E~532120Y~532490Y~561210Y~561730Y~561990Y~562910E,,Y,XX        
3E0B2,20030424,60608,04,19470610,1231,2L,IL,2X~A5~MF~XS,311611Y~311612Y,8905,Y,XX        
14002,20010905,60506,11,19600516,1231,2L,IL,23~27~2X~HQ~QZ~XS,332322Y~332999Y,,Y,A620241031
41TE1,20050707,37620,01,19560621,1231,2L,VA,2X~XS,236220Y~237110Y~237310Y~237990E~541310N~541330E~541370Y,,N,XX        
3DHG6,20030205,48203,14,19460220,1231,2L,MI,2X~8W~A2~MF,314910Y~332312Y~332322Y~332710Y~332994Y~332999Y~336370Y~336390Y~336992Y~423830Y~423860Y~541330E,3413~3415~3416~3417~3432~3433~3436~3441~3443~3445~3448~3449~9640~9650~AD92~AD93~AD94~AD95,Y,XX        
54979,20020130,49738,01,19440203,1231,2J,MI,2X~MF,321999Y~336211Y~336360Y~336390Y~336999Y~339999Y,2510~2540~2590~5315~6515,Y,XX        
1JPP2,20091008,29927,06,19860701,1231,2L,GA,1D~23~27~2X~HQ~OY,212399Y~237110Y~237310Y~238910Y~712190Y,,N,A620200207
5Z8G8,20100422,30134,14,20050630,1231,2L,GA,23~27~2X~PI~XS,236210Y~236220Y~237990E~238160Y~238190Y~238210Y~238220Y~238320Y~238910Y~238990E~484210Y~541330E~541340Y~541511Y~541512Y~541513Y~541519E~541620Y~561210Y~561612Y~561621Y~561720Y~562111Y~562910E~611420Y~811310Y,Z2FF,Y,A620200428
4JWD1,20060921,74119,01,19981201,1231,2L,OK,27~2X~JX,236220Y~541310Y~541340Y~541512Y,R413,Y,XX        
6FVA0,20110707,61602,17,18910423,1231,2L,IL,2X~MF,331524Y~331529Y~332710Y,,N,XX        
1FSK7,19990909,74058,03,19960401,1231,2L,OK,27~2X~A5~MF,333132Y~334220Y~334418Y~334419Y~334512Y~334513Y~334515Y~334519Y~335931Y~336413Y~541330E,5963~5985~5990~5995~5998~5999~6625~AC64~AJ44~F103,Y,XX        
7GR33,20101129,43612,09,19610105,1231,2L,OH,23~27~2X~QZ~XS,221114Y~221310Y~221320Y~236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238210Y~238220Y~238290Y~238990E~518210Y~519130Y~541330E~541350Y~541511Y~541512Y~541513Y~541519E~541611Y~541620Y~561110Y~561210Y~561311Y~561320Y~561330Y~561720Y~561730Y~611710Y~621111Y~621112Y~621493Y~621498Y~622110Y~811212Y,Y1AA~Y1AZ~Y1CA~Y1DA~Y1DZ~Y1EB~Y1FA~Y1GD~Y1GZ~Y1JZ,Y,A620200526
7JUQ4,20101129,43612,09,19610105,1231,2L,OH,23~27~2X~QZ~XS,221114Y~221310Y~221320Y~236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238210Y~238220Y~238290Y~238990E~518210Y~519130Y~541330E~541350Y~541511Y~541512Y~541513Y~541519E~541611Y~541620Y~561110Y~561210Y~561311Y~561320Y~561330Y~561720Y~561730Y~611710Y~621111Y~621112Y~621493Y~621498Y~622110Y~811212Y,Y1AA~Y1AZ~Y1CA~Y1DA~Y1DZ~Y1EB~Y1FA~Y1GD~Y1GZ~Y1JZ,Y,A620200526
677A9,20101129,43612,09,19610105,1231,2L,OH,23~27~2X~QZ~XS,221114Y~221310Y~221320Y~236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238210Y~238220Y~238290Y~238990E~518210Y~519130Y~541330E~541350Y~541511Y~541512Y~541513Y~541519E~541611Y~541620Y~561110Y~561210Y~561311Y~561320Y~561330Y~561720Y~561730Y~611710Y~621111Y~621112Y~621493Y~621498Y~622110Y~811212Y,Y1AA~Y1AZ~Y1CA~Y1DA~Y1DZ~Y1EB~Y1FA~Y1GD~Y1GZ~Y1JZ,Y,A620200526
1S8Y9,20020225,33409,20,20000804,1231,2L,FL,23~27~2X~HQ~PI~XS,561210Y~561720Y~561730Y~561740Y~561790Y,S201~Z2QA,Y,XX        
6C9L3,20110408,45439,10,20081231,1231,2L,OH,23~27~2X~A5~OY~QF~XS,334310Y~517311Y~517312Y~517911Y~517919Y~518210Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541990Y~561110Y~561210Y~561320Y~561499Y~561990Y~611420Y~611430Y~811211Y~811213Y,,Y,A620231223
5LQH6,20090725,55114,04,20000615,1231,2K,MN,23~27~2X~HQ~JX~LJ~PI,541930Y~611430Y~611513Y,R608~U009,Y,A620241111
6GBH4,20110720,48502,05,20100319,1231,2J,MI,23~27~2X~LJ~OY,561210Y~561720Y~561790Y,S201,Y,A620241003~XX        
4ZAE2,20080131,21046,03,20070806,1231,ZZ,MD,23~27~2X~8E~8W~A2~HQ~LJ~QZ,518210Y~519120Y~519130Y~519190Y~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541618Y~541720Y~541990Y~561311Y~611420Y~611430Y~611519E~611710Y,D325~R431~R499,N,A620220718
5FVF7,20090505,20190,11,19971017,1231,2L,VA,23~27~2X~8C~8D~8E~8W~A2~A5~FR~JX~QF~XS,238210Y~423430Y~518210Y~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~561110Y~611420Y~611430Y~811212Y,7435~AD26~AD96~D301~D302~D306~D307~D308~D310~D311~D313~D316~D317~D399~J070~L070~R408~T016~U099,Y,A620250816
0HDN1,20020411,78401,27,19450101,1231,2K,TX,2X,236220Y,,N,XX        
0M1L2,20020318,87108,01,19220101,1231,2L,NM,2X~XS,236210Y~236220Y~237120Y~237130Y~237990E~238110Y~332311Y,,N,XX        
66ZY8,20101124,20018,98,20081231,1231,2J,DC,23~27~2X~HQ~LJ~OY,511210Y~512110Y~518210Y~519130Y~519190Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541690Y~541921Y~541990Y~561110Y~611420Y~611430Y~611710Y,7010~7030~AD21~AD23~AD24~AD26~AD96~AJ96~D300~R612,Y,A620210730~XX        
5ADL9,20090108,85281,09,20060214,1231,2L,AZ,23~27~2X~8E~8W~A2~HQ~LJ~PI,518210Y~519190Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541618Y~541690Y~541990Y~561499Y~561990Y~611420Y~611430Y~611519E~611699Y,5999~7010~7020~7021~7022~7025~7030~7035~7050~AD26~AE26~AF15~AF16~AJ24~AJ25~AJ26~D302~D304~D305~D306~D307~D308~D310~D311~D316~D317~D318~D319~D320~D321~D325~D399~R406~R408~R699~U001~U004~U008~U009~U099,Y,A620250610
63MQ9,20100810,97116,01,20070730,1231,2L,OR,23~27~2X~8E~8W~A2~PI~XS,512199Y~541930Y~561410Y~611430Y~711510Y,R608,Y,A620200620
5W897,20010702,55063,08,19630501,1230,2L,MN,2X~XS,332312Y~332322Y~332710Y~332721Y~332994Y~335999Y~336212Y~336413Y~336999Y~339112Y,J036,N,XX        
6RPW9,20120522,22030,11,20090113,1231,2K,VA,23~27~2X~A5~FR~LJ,443142Y~511210Y~541511Y~541512Y~541519E,7030,N,A620241123
67H16,20101209,60473,02,20100818,1231,2L,IL,27~2X~8E~8W~A2~HQ~XS,236210Y~236220Y~237110Y~237990E~238160Y~238210Y~238220Y~238290Y~238310Y~238390Y~238910Y~238990E~334290Y~334519Y~335129Y~423390Y~541330E~541350Y~541618Y~541690Y~541990Y~561210Y~561621Y~561990Y~811310Y,,Y,A620230513
1DWW9,20020416,83467,02,19570101,1231,2L,ID,2X~MF,212321Y~327320Y~327331Y~327390Y~423320Y~484220Y,,Y,XX        
5Y688,19971216,82718,00,19640101,1231,2L,WY,2X~XS,213111Y~332312Y~332710Y~333131Y~333612Y~333995Y,H118~H130~H138~H236~J018~J022~J030~J036~J038~J054~K018~K022~K036~K038~N030~N031~N036~N038,Y,XX        
5JTV4,20090619,93711,22,20090101,1231,2J,CA,23~27~2X~FR~HQ,541330E~541370Y,AJ44,N,A620240710
6KPF1,20111027,72088,02,20110531,1231,2K,AR,2X~8E~8W~A2~LJ,236210Y~236220Y~237310Y~238120Y~238140Y~238160Y~238170Y~238190Y~238290Y~238320Y~238990E~321114Y~321999Y~331110Y~331222Y~332323Y~335999Y~423390Y~541320Y~561210Y~561730Y~561790Y,,Y,XX        
6MR43,20120118,20005,98,20060110,1231,2L,VA,23~27~2X~8E~8W~A2~HQ~QZ,517919Y~518210Y~519190Y~541511Y~541512Y~541513Y~541519E~541618Y~541690Y~541990Y~561320Y,R408~R415~R425~R431~R497~R499,Y,A620281222
6Q9Y1,20120412,81501,03,19980401,1231,2L,CO,23~27~2X~8U~NB~XS,115310E~213112Y~213113Y~213114Y~213115Y~541330E~541350Y~541370Y~541380Y~541611Y~541620Y~541690Y~541990Y~561210Y~562112Y~562211Y~562910E~562998Y~924110 ,B510~B517~B525~B529~F103~F108~F109~F110~F111~R425,N,A620280206
5L1R6,20090716,40210,03,19380301,0831,2L,KY,2X~MF,323111Y~323117Y,7690,Y,XX        
4U8D8,20070806,62812,12,20000109,1231,2L,IL,27~2X~XS,236118Y~238210Y~238220Y~238310Y~238320Y~238330Y~238990E~333415Y~446199Y,6508~6530~H265~N065,Y,XX        
0FUL2,20010525,49635,01,19300425,1231,2L,MI,2X~XS,115310E~212311Y~212312Y~212319Y~212321Y~236210Y~237990E~238910Y~238990E~327991Y~333120Y~532411Y~561210Y~561990Y~562119Y~562910E~562998N,,N,XX        
1EBM1,19980311,54536,07,19650101,1231,2L,MI,27~2X,236115Y~236116Y~236210Y~236220Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238160Y~238170Y~238310Y~238340Y~238350Y~238910Y~238990E,,N,XX        
69PG4,20110217,85032,06,20100113,1231,ZZ,AZ,23~27~2X~8E~8W~A2~LJ~PI,236220Y~237130Y~238210Y~238290Y~541330E~541513Y~541519E~541611Y~541614Y~561110Y~561210Y~561499Y~561611Y~561621Y~561720Y~561730Y~561990Y~611430Y~621999Y~811213Y~811219Y,R497,Y,A620250517
6PY01,20120503,02905,01,20071128,1231,2L,RI,23~27~2X~OY~XS,236210Y~236220Y~237990E~238130Y~238140Y~238150Y~238170Y~238190Y~238310Y~238320Y~238350Y~238390Y~238990E~561320Y~561720Y~562910E,,N,A620251125
6CUT8,20110425,20132,10,20091030,1231,2J,VA,23~27~2X~LJ~OY,518210Y~519190Y~541519E,,N,A620270411
69VG8,20110210,75418,04,20100101,1231,2L,TX,23~2X~8E~8W~A2~A5~G9~LJ~QF,236115Y~236116Y~236210Y~236220Y~321991Y~321992Y~332311Y~337127Y~337211Y~337214Y~444190Y~531110E~531120E~532120Y~561990Y~624221Y,5410,Y,A620240206
6PFR8,20120316,63114,01,20000301,1231,2L,MO,23~27~2X~A5~HQ~OY~XS,221320Y~236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237310Y~237990E~238160Y~238220Y~238290Y~238310Y~238320Y~238390Y~238910Y~238990E~311511Y~332311Y~332510Y~332710Y~332913Y~332994Y~333112Y~333131Y~333318Y~334118Y~334419Y~334510Y~335929Y~337127Y~339113Y~441228Y~484210Y~493190Y~523130Y~531120E~541330E~541513Y~541611Y~561210Y~561621Y~611512Y,4510~4520~AD67~AD96~AP45,N,A620220301
33EM0,20041105,90621,39,20010103,1231,2L,CA,23~27~2X~FR~HQ~XS,236220Y~238210Y~333316Y~334220Y~334290Y~334310Y~334515Y~423410Y~423430Y~423610Y~423620Y~423690Y~512131Y~512290Y~541330E~541990Y~561492Y~561621Y~711130Y~811213Y,5830~AC61~AC65~AC67~AD62~AD64~N062~T016,Y,XX        
5FU95,20090505,94114,12,20090101,1231,2L,CA,27~2X~8E~8W~A2~HQ~LJ,212321Y~237990E~488310Y~488390Y~541330E~541618Y~541620Y~541990Y~562910E~924110 ,AJ16~Z1KF~Z2KF,N,A620260719
1JXR3,20020115,04086,01,19960417,1231,2L,ME,2X~XS,237130Y~238120Y~238190Y~238210Y~238290Y~238910Y~238990E,D304~P500~Y1PZ,N,XX        
3B2A6,20021010,83552,01,19940415,1231,2L,ID,2X~XS,113310Y~115310E~237210Y~237310Y~237990E~238910Y,F018,N,XX        
37HX2,20050316,80022,07,19960105,1231,2L,CO,2X~JX~MF,331523Y~331524Y~331529Y~332710Y~332721Y~333514Y~333515Y,2895~2910~2915~2990~2995~3408~3413~3416~3424~3426~3449~6160~6210~6220~AD92~AD93~AD94~AD95~AD97~AE23~AE24~AE25~AJ94,Y,XX        
1CVZ3,20020102,44114,11,19940201,1231,2L,OH,23~27~2X~OY~XS,423850Y~453998Y~541613Y~561210Y~561720Y~561790N~611710Y~923110 ,8520~8530~8540~8970~S201~S209,Y,XX        
1KLT7,20010906,97420,04,19570401,0630,2L,OR,27~2X~H2,237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238110Y~238120Y~238190Y,P400~P500~Y1LB~Y1LZ~Y1PC~Z1LB~Z1LZ~Z2LB~Z2LZ~Z2PC,Y,XX        
3D5F9,20030311,55413,05,19960326,1231,2L,MN,23~27~2X~HQ~QZ,518210Y~519190Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541613Y~541618Y~541690Y~541990Y~611430Y,,Y,XX        
3CP52,20021127,83604,01,19910202,1231,ZZ,ID,2X~8W~A2~LJ,115310E~236210Y~236220Y~237110Y~237310Y~237990E~238190Y~238290Y~238910Y~238990E,,N,XX        
0B7V7,20011231,42701,02,19700401,0930,2L,KY,2X~JX,236116Y~236210Y~236220Y~237130Y~237310Y~237990E~238120N~238220N,,Y,XX        
4CZN3,20060405,38310,07,19220701,0731,2L,TN,27~2X~MF,332996Y~333111Y~333120Y~333131Y~333999Y~336370Y,,N,XX        
5W9Y3,20100217,27607,04,20070829,1231,ZZ,NC,23~27~2X~8E~8W~A2~FR~LJ,511210Y~541511Y~541512Y~541513Y~541519E~541990Y,,Y,A620200922
5JC49,20090614,92121,52,19960517,1231,2L,CA,2X~8W~A2~HQ~XS,236210Y~236220Y~237110Y~237310Y~237990E~238910Y,,N,XX        
6GVM9,20110805,30060,11,20080216,1231,2K,GA,27~2X~A5~LJ~OY,334517Y~334519Y~335999Y~488490Y~488999Y~541330E~541380Y~541490Y~541611Y~541614Y~541618Y~561110Y~561210Y~561320Y~611430Y~611513Y~611519E~611710Y~921190 ,9999~B552~H115~H116~H119~H120~H122~H128~H136~H215~H216~H219~H220~H222~H228~H236~J015~R408~R410~R420~U001~U002~U008~U010~U099,Y,A620210629
1FWE9,20020325,36037,02,19931004,1231,2L,AL,27~2X,238910Y~238990E,,N,XX        
95925,20020222,67337,02,19140101,0930,2L,KS,2X~MF,331511Y,,N,XX        
31281,20011019,74048,02,19631118,1031,2L,TX,2X~A2~MF,334220Y~334511Y~335314Y~335999Y,,Y,XX        
0YNU7,20020107,73501,04,19630301,1231,2K,OK,2X~MF,237310Y~238910Y~238990E~324121Y,,Y,XX        
37PW5,20050321,74464,02,19990815,1231,2L,OK,23~27~2X~8E~8W~A2~A5~LJ~NB~OW~QF,322121Y~322230Y~323111Y~323117Y~323120Y~325910Y~333316Y~333318Y~339940Y~339950Y~423420Y~424120Y~453210Y~511130Y~511191Y~511199Y~532420Y~541850Y~541860Y~541870Y~541890Y~561110Y~561431Y~561439Y~811212Y~811310Y,T011~T012,Y,XX        
1SQU5,20020220,65466,08,20001205,1231,2L,MO,27~2X~MF,336413Y~336419Y,,N,XX        
59231,20020415,03766,02,19620101,1231,2L,FL,2X~MF~XS,332911Y~334511Y~335122Y~335129Y~335999Y~423610Y~423690Y,,Y,XX        
7US69,20120605,63111,01,20070130,1231,2L,MO,23~27~2X~HQ~LJ~OY,236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237120Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~324122Y~333924Y~336112Y~423310Y~423320Y~423330Y~423390Y~423610Y~423720Y~423730Y~423810Y~423830Y~423910Y~425120Y~444190Y~532490Y~541512Y~541519E~541611Y~541614Y~541618Y~561790Y,3805~3830~3895~5410~5520~5640~5650~5670~5675~5680~6210~7240~7290~7510~7520~7910~7920~Y1QA~Z2LB~Z2PC,Y,XX        
6RNN1,20120605,63111,01,20070130,1231,2L,MO,23~27~2X~HQ~LJ~OY,236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237120Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~324122Y~333924Y~336112Y~423310Y~423320Y~423330Y~423390Y~423610Y~423720Y~423730Y~423810Y~423830Y~423910Y~425120Y~444190Y~532490Y~541512Y~541519E~541611Y~541614Y~541618Y~561790Y,3805~3830~3895~5410~5520~5640~5650~5670~5675~5680~6210~7240~7290~7510~7520~7910~7920~Y1QA~Z2LB~Z2PC,Y,XX        
1MTR7,20010827,39046,02,19980501,1231,ZZ,MS,23~27~2X~8E~8W~A2~G9~HQ~LJ,115310E~518210Y~522320Y~541199Y~541214Y~541330E~541611Y~541612Y~541614Y~541618Y~541720Y~541990Y~561110Y~561210Y~561320Y~561422Y~561720Y~561730Y~561990Y~611430Y~611699Y~611710Y~621399Y~621999Y~813110Y,B550~R412~R699~R706~U002~V241,Y,XX        
6T708,20011002,96813,01,19870703,1231,2L,HI,23~27~2X~8E~8W~A2~HQ~NB,221114Y~221122Y~237310Y~238210Y~324110Y~324121Y~324191Y~325998Y~334511Y~335121Y~335122Y~335129Y~335311Y~335911Y~335999Y~336320Y~423610Y~488119Y~811121Y~811219Y~811310Y,1510~1610~1615~1620~1630~1650~1680~4920~6117~6145~6210~6230~6240~6260~9130,Y,A620250708~XX        
3GU33,20030725,74884,05,20021202,1231,2L,OK,27~2X~LJ~MF~NB~OW~XS,332312Y~332323Y,,Y,XX        
5C0J9,20090225,29440,07,19960601,1231,2L,SC,2X~MF~XS,332311Y~332312Y~332410Y~332420Y~332996Y~332999Y~333414Y~333415Y,AG94,Y,XX        
1LCE9,20020322,97459,04,19950725,1231,2L,DE,23~27~2X~8E~8W~A2~HQ~NB~OW~XS,488111Y~488119Y~488190Y~488999Y~493110Y~493190Y~518210Y~519190Y~541330E~541430Y~541512Y~541519E~541611Y~541614Y~541618Y~541690Y~541990Y~561110Y~561210Y~561311Y~561320Y~561410Y~561439Y~561499Y~561790Y~561990Y~611430Y~611710Y~811213Y~811219Y~811310Y,R425~R699,Y,XX        
5DU23,20090401,89118,03,19940511,1231,2L,NV,23~27~2X~HQ~PI~XS,236210Y~236220Y~237310Y~237990E~238110Y~238120Y~238140Y~238190Y~238910Y~238990E~561730Y,F021~P400~P500~S208~Y100~Y1AA~Y1AB~Y1AZ~Y1CA~Y1CZ~Y1DA~Y1DZ~Y1EZ~Y1FZ~Y1JZ~Y1LB,Y,A620191028
6LSN5,20111202,30474,12,19780301,1231,2L,GA,27~2X~A5~XS,314999Y~316998Y~332510Y~339999Y,8460~8465~8470,Y,XX        
1SQV1,20020103,22102,08,20010111,1231,2L,VA,23~27~2X~QZ~XS,511210Y~512110Y~519130Y~541330E~541420N~541430N~541511Y~541512Y~541513Y~541519E~541611Y~541613Y~541618Y~541690Y~541810Y~541820Y~541850Y~541890Y~541910Y~541922N~541990Y~561110N~561920N~611420N~611430N,D313~R415,N,A620230618
5VVT8,20100205,97741,02,19940201,0630,2L,OR,2X~8E~8W~A2~HQ,115310E~423810Y~532120Y~532310Y~532412Y~532490Y~811310Y~811411Y,W024~W038~W039~W043~W045~W051~W053~W079~W080~W099,Y,XX        
1UQ11,20020219,33598,16,20000801,1231,2L,FL,27~2X~8W~A2~XS,237990E~238990E,,N,XX        
1SYJ9,20020106,63132,01,20010104,1231,2L,DE,23~27~2X~HQ~QZ~XS,237110Y~531311Y~531312Y~531390Y~541310Y~541320Y~541330E~541340Y~541350Y~541360Y~541370Y~541511Y~541512Y~541611Y~541612Y~541614Y~541618Y~541620Y~541690Y~541990Y~561210Y~925110 ~925120 ~926110 ,,N,A620210525
0GSD5,20010911,21230,03,19790123,1231,2L,MD,2X~XS,484210Y~488991Y~493110Y~493190Y~541330E~541611Y~561110Y~561210Y~561990Y,S215,Y,XX        
5A6S1,20081231,20903,03,20050801,1231,2L,DC,23~27~2X~HQ~LJ~OY,212321Y~236115Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238110N~238120N~238130N~238140N~238150N~238160N~238190N~238210N~238220N~238290N~238310N~238320N~238330N~238340N~238350N~238910N~238990E~332323Y~333921Y~518210Y~531190E~531210N~531390N~541310N~541330E~541350N~541611N~541618N~561210Y~561622Y~561720N~561730N~562910E~562998N,R408,Y,XX        
4WXV5,20071101,21215,07,19471004,1231,2L,MD,27~2X,221122Y~221210Y~221310Y~221330N~236210Y~236220Y~237110Y~237120Y~237130Y~237990E,,N,XX        
6S1P8,20120605,07724,04,20030301,1231,2L,PA,2X~MF,314999Y~315190Y~315210Y~315220Y~315240Y~315280Y~315990Y~423910Y~425120Y,8405~8410~8415,Y,XX        
3F2G1,20030618,74804,05,19940819,1231,2L,OK,23~27~2X~HQ~PI~XS,561210Y~561611Y~561612Y~561621Y~561622Y,S211,Y,XX        
6RJE6,20120530,77020,29,19580101,1231,2L,TX,2X~MF~XS,332710Y,3408~9330,Y,XX        
3SGC0,20040315,29203,06,19981124,1231,2K,SC,23~27~2X~HQ~LJ~OY,236220Y~237110Y~237130Y~237310Y~237990E~238140Y~238910Y~423930Y~562111Y~562212Y,P100~P500~S208,N,A620270221
0UE53,20020204,70403,01,19510101,1231,2L,LA,27~2X~A5~MF,322121Y~322220Y~323111Y~423930Y~424130Y,8105,Y,XX        
6JX64,20110929,20175,10,20080923,1231,2K,MD,23~27~2X~LJ~OY,541519E,,N,XX        
1S7A0,20020219,20006,98,20060607,1231,2L,DC,2X~8W~A2~A5,237990E~511210Y~517410Y~541330E~541380Y~541511Y~541512Y~541519E~541611Y~541614Y~541618Y~541690Y~541714Y~541715E~541990Y~561110Y~561499Y~611420Y~611430Y~611710Y~621511Y,AC26~AC46~AC61~AC65~AD26~AD96~AE26~AF16~AR45,Y,XX        
55EW1,20080728,20740,05,19970428,1231,2L,MD,23~27~2X~HQ~OY,485113Y~485410Y~485510Y~485991Y~485999Y,V212,Y,A620250619
87222,20020319,90731,44,19030115,1231,2L,CA,2X,336611Y~336612Y,,N,XX        
3H623,20020305,90031,34,19470501,1231,2L,CA,2X~8W~A2,332813Y~811219Y,J014~J016~J020~J028~J048,Y,XX        
3LVP4,20170422,90012,34,19210101,0630,2L,CA,27~2X~8W~A2~MF,332410Y,,Y,XX        
03DT4,20050217,85034,07,19530801,1231,2L,AZ,2X~HQ~XS,238990E~332323Y~332618Y,5660,Y,XX        
6QFU7,20120411,94538,17,20100409,1231,2L,CA,23~27~2X~8E~8W~A2~HQ~QZ~XS,518210Y~519120Y~541513Y~561410Y~561439Y,D303~D311~D312~D315~T012~T099,Y,A620280915
5SX77,20091118,30344,05,19950116,1231,2L,GA,23~2X~8E~8W~A2~HQ~OY~XS,424420Y~424430Y~424440Y~424460Y~424470Y~541611Y~541614Y~541618Y~561210Y~561320Y~561410Y~561421Y~561492Y~561499Y~561920Y~611430Y~711310Y,,N,A620190523
3V3B5,20040521,59901,00,19910901,1231,ZZ,MT,2X~XS,113310Y~115310E~237110Y~237310Y~237990E~238910Y~238990E~484110Y,,N,XX        
05YL8,20010614,78723,10,19921201,1231,ZZ,TX,27~2X~HQ~XS,113310Y~115112Y~236115Y~236116Y~236118Y~236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238160Y~238170Y~238210Y~238220Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~488490Y~541611Y~561210Y~561730Y~562910E,,Y,XX        
1SU77,20020123,95341,16,19951101,1231,2J,CA,23~27~2X~8E~8W~A2~FR~HQ,323117Y~511199Y~512240Y~541430Y~541511Y~541930Y~561410Y,R608,Y,XX        
1T1N5,20010524,30474,12,20001016,1231,2L,GA,2X~8W~A2~XS,236115Y~236210Y~236220Y~237110Y~237130Y~238110Y~238120Y~238130Y~238210Y~238220Y,,N,XX        
32DY6,20041006,77036,09,19980107,1231,2L,TX,23~27~2X~OY~XS,236115Y~236210Y~236220Y~332311Y~541310Y~541330E~541340Y~541350Y,,N,A620250708
1T9S8,20020325,42053,01,19970515,1231,2L,KY,2X~8E~8W~A2~XS,221310Y~541320Y~541330E~541360Y~541370Y~541618Y~541620Y~541690Y~541990Y~561210Y~562910E,C219,N,XX        
